"","RFPred","RFPer","RF_M","RF_P","Actual","Salary","Name","HTeam","Opp","Pts","Pos","Xgb","XgbPer","xgb_M","xgb_P","DNN","DNNPer"
"21511",13.2911111111111,0.288937198067633,-10,33,3,4600,"Tommy Pham (R)","STL","ARI",1.6,"OF",0,0,0,0,0,0
"21512",5.94538888888889,0.141556878306878,-3,14,0,4200,"Randal Grichuk (R)","STL","ARI",1.6,"OF",0,0,0,0,0,0
"21513",10.1060555555556,0.265948830409357,-10,12,8,3800,"Paul DeJong (R)","STL","ARI",1.8,"2B/SS",0,0,0,0,0,0
"21514",9.02866666666667,0.257961904761905,-8,11,3,3500,"Matt Carpenter (L)","STL","ARI",2.1,"1B",0,0,0,0,0,0
"21515",5.38955555555555,0.163319865319865,-6,9,0,3300,"Kolten Wong (L)","STL","ARI",1.8,"2B",0,0,0,0,0,0
"21516",5.64155555555556,0.208946502057613,-6,8,3,2700,"Greg Garcia (L)","STL","ARI",1.8,"2B/3B",0,0,0,0,0,0
"21517",8.78155555555555,0.325242798353909,-5,12,0,2700,"Harrison Bader (R)","STL","ARI",2.3,"OF",0,0,0,0,0,0
"21518",6.70744444444444,0.291628019323671,-8,4,2,2300,"Carson Kelly (R)","STL","ARI",2.1,"C",0,0,0,0,0,0
"21519",3.51361111111111,0.152765700483092,-4,14,14,2300,"Willy Garcia (R)","CWS","CHC",2.1,"OF",0,0,0,0,0,0
"21520",2.94838888888889,0.101668582375479,-3,5,2,2900,"Adam Engel (R)","CWS","CHC",0,"OF",0,0,0,0,0,0
"21521",3.99477777777778,0.147954732510288,-4,5,3,2700,"Tyler Saladino (R)","CWS","CHC",2,"2B/SS",0,0,0,0,0,0
"21522",5.64916666666667,0.176536458333333,-9,-1,0,3200,"Matt Davidson (R)","CWS","CHC",2,"1B/3B",0,0,0,0,0,0
"21523",7.40283333333333,0.200076576576577,-9,7,28,3700,"Jose Abreu (R)","CWS","CHC",1.8,"1B",0,0,0,0,0,0
"21524",4.86388888888889,0.211473429951691,-5,27,0,2300,"Kevan Smith (R)","CWS","CHC",1.9,"C",0,0,0,0,0,0
"21525",4.52405555555556,0.125668209876543,-6,5,3,3600,"Melky Cabrera (S)","CWS","CHC",1.8,"OF",0,0,0,0,0,0
"21526",8.41738888888889,0.311755144032922,-8,11,0,2700,"Tim Anderson (R)","CWS","CHC",2.5,"SS",0,0,0,0,0,0
"21527",5.76638888888889,0.174739057239057,-8,15,0,3300,"Yoan Moncada (S)","CWS","CHC",1.5,"2B/3B",0,0,0,0,0,0
"21528",15.4467222222222,0.468082491582491,-6,7,2,3300,"Tyler Moore (R)","MIA","CIN",1.9,"1B/OF",0,0,0,0,0,0
"21529",5.11311111111111,0.213046296296296,-3,3,5,2400,"Miguel Rojas (R)","MIA","CIN",2.2,"3B/SS",0,0,0,0,0,0
"21530",10.0348333333333,0.228064393939394,-10,13,2,4400,"Marcell Ozuna (R)","MIA","CIN",1.6,"OF",0,0,0,0,0,0
"21531",7.82855555555555,0.195713888888889,-6,5,14,4000,"Christian Yelich (L)","MIA","CIN",1.9,"OF",0,0,0,0,0,0
"21532",12.315,0.216052631578947,-8,18,8,5700,"Giancarlo Stanton (R)","MIA","CIN",1.4,"OF",0,0,0,0,0,0
"21533",13.9230555555555,0.323791989664083,-6,17,13,4300,"Dee Gordon (L)","MIA","CIN",2,"2B",0,0,0,0,0,0
"21534",14.0356666666667,0.379342342342342,-9,-3,5,3700,"J.T. Realmuto (R)","MIA","CIN",1.9,"C",0,0,0,0,0,0
"21535",6.11144444444444,0.197143369175627,-6,3,23,3100,"Derek Dietrich (L)","MIA","CIN",2,"3B",0,0,0,0,0,0
"21536",7.68494444444444,0.213470679012346,-4,16,6,3600,"Ben Revere (L)","LAA","CLE",1.9,"OF",0,0,0,0,0,0
"21537",14.3999444444444,0.378945906432749,-8,7,5,3800,"Luis Valbuena (L)","LAA","CLE",1.5,"1B/3B",0,0,0,0,0,0
"21538",5.65522222222222,0.226208888888889,-7,29,5,2500,"Juan Graterol (R)","LAA","CLE",0,"C",0,0,0,0,0,0
"21539",9.69422222222223,0.262006006006006,-8,17,3,3700,"Andrelton Simmons (R)","LAA","CLE",1.6,"SS",0,0,0,0,0,0
"21540",4.54416666666667,0.119583333333333,-10,6,0,3800,"Albert Pujols (R)","LAA","CLE",1.7,"1B",0,0,0,0,0,0
"21541",14.06,0.251071428571428,-10,11,0,5600,"Mike Trout (R)","LAA","CLE",1.4,"OF",0,0,0,0,0,0
"21542",7.76561111111111,0.26777969348659,-9,-1,7,2900,"Kole Calhoun (L)","LAA","CLE",2.2,"OF",0,0,0,0,0,0
"21543",9.78216666666667,0.407590277777778,-6,8,0,2400,"Kaleb Cowart (S)","LAA","CLE",2,"3B",0,0,0,0,0,0
"21544",10.0134444444444,0.286098412698413,-6,27,5,3500,"C.J. Cron (R)","LAA","CLE",1.5,"1B",0,0,0,0,0,0
"21545",6.764,0.140916666666667,-10,14,0,4800,"Jose Ramirez (S)","CLE","LAA",1.6,"2B/3B",0,0,0,0,0,0
"21546",8.19538888888889,0.174369976359338,-3,16,12,4700,"Francisco Lindor (S)","CLE","LAA",1.7,"SS",0,0,0,0,0,0
"21547",4.93966666666667,0.176416666666667,-8,13,0,2800,"Roberto Perez (R)","CLE","LAA",2,"C",0,0,0,0,0,0
"21548",8.69766666666667,0.197674242424243,-12,4,5,4400,"Bradley Zimmer (L)","CLE","LAA",1.9,"OF",0,0,0,0,0,0
"21549",7.80455555555556,0.169664251207729,-2,27,14,4600,"Carlos Santana (S)","CLE","LAA",1.6,"1B",0,0,0,0,0,0
"21550",3.948,0.07896,-11,10,5,5000,"Edwin Encarnacion (R)","CLE","LAA",1.5,"1B",0,0,0,0,0,0
"21551",2.57161111111111,0.0857203703703703,-6,9,4,3000,"Giovanny Urshela (R)","CLE","LAA",0,"3B",0,0,0,0,0,0
"21552",9.90772222222222,0.20641087962963,-11,12,0,4800,"Michael Brantley (L)","CLE","LAA",1.5,"OF",0,0,0,0,0,0
"21553",6.13872222222222,0.180550653594771,-8,9,7,3400,"Brandon Guyer (R)","CLE","LAA",1.7,"OF",0,0,0,0,0,0
"21554",13.2345555555556,0.259501089324619,-8,17,9,5100,"Joey Votto (L)","CIN","MIA",1.4,"1B",0,0,0,0,0,0
"21555",11.4548888888889,0.286372222222222,-4,4,0,4000,"Billy Hamilton (S)","CIN","MIA",1.2,"OF",0,0,0,0,0,0
"21556",10.1851666666667,0.231481060606061,-8,11,7,4400,"Adam Duvall (R)","CIN","MIA",1.5,"OF",0,0,0,0,0,0
"21557",6.49472222222222,0.151040051679587,-9,10,5,4300,"Scooter Gennett (L)","CIN","MIA",1.4,"2B/OF",0,0,0,0,0,0
"21558",6.15338888888889,0.157779202279202,-9,22,11,3900,"Eugenio Suarez (R)","CIN","MIA",1.8,"3B",0,0,0,0,0,0
"21559",5.30511111111111,0.204042735042735,-11,9,6,2600,"Jose Peraza (R)","CIN","MIA",2.2,"2B/SS",0,0,0,0,0,0
"21560",5.62033333333334,0.200726190476191,-7,5,3,2800,"Tucker Barnhart (S)","CIN","MIA",1.8,"C",0,0,0,0,0,0
"21561",6.52127777777778,0.210363799283154,-8,21,0,3100,"Scott Schebler (L)","CIN","MIA",2,"OF",0,0,0,0,0,0
"21562",3.89438888888889,0.169321256038647,-4,2,23,2300,"Jose Lobaton (S)","WSH","MIL",2.5,"C",0,0,0,0,0,0
"21563",10.3040555555556,0.177656130268199,-5,16,39,5800,"Bryce Harper (L)","WSH","MIL",1.4,"OF",0,0,0,0,0,0
"21564",9.434,0.174703703703704,-5,13,7,5400,"Daniel Murphy (L)","WSH","MIL",1.4,"2B",0,0,0,0,0,0
"21565",9.55105555555556,0.217069444444444,-9,13,30,4400,"Ryan Zimmerman (R)","WSH","MIL",1.7,"1B",0,0,0,0,0,0
"21566",9.61688888888889,0.246586894586895,-4,6,19,3900,"Wilmer Difo (S)","WSH","MIL",1.8,"2B/SS",0,0,0,0,0,0
"21567",6.39894444444444,0.118498971193416,-31,-1,23,5400,"Anthony Rendon (R)","WSH","MIL",1.4,"3B",0,0,0,0,0,0
"21568",10.8981666666667,0.302726851851852,-8,16,12,3600,"Adam Lind (L)","WSH","MIL",1.7,"1B",0,0,0,0,0,0
"21569",8.76083333333333,0.203740310077519,-4,22,30,4300,"Brian Goodwin (L)","WSH","MIL",1.9,"OF",0,0,0,0,0,0
"21570",7.96444444444444,0.265481481481481,-7,23,26,3000,"Manuel Margot (R)","SD","NYM",2.3,"OF",0,0,0,0,0,0
"21571",8.24922222222222,0.206230555555556,-7,13,6,4000,"Cory Spangenberg (L)","SD","NYM",1.5,"3B/OF",0,0,0,0,0,0
"21572",8.00355555555556,0.200088888888889,-2,36,0,4000,"Hunter Renfroe (R)","SD","NYM",1.7,"OF",0,0,0,0,0,0
"21573",8.48577777777778,0.404084656084656,-3,21,25,2100,"Dusty Coleman (R)","SD","NYM",2.7,"3B",0,0,0,0,0,0
"21574",8.51338888888889,0.212834722222222,-9,25,3,4000,"Wil Myers (R)","SD","NYM",1.8,"1B",0,0,0,0,0,0
"21575",5.25627777777778,0.169557347670251,-6,10,9,3100,"Jabari Blash (R)","SD","NYM",1.9,"OF",0,0,0,0,0,0
"21576",5.32844444444444,0.266422222222222,-3,3,4,2000,"Luis Torrens (R)","SD","NYM",2.2,"C",0,0,0,0,0,0
"21577",5.53105555555556,0.172845486111111,-8,5,4,3200,"Carlos Asuaje (L)","SD","NYM",1.9,"2B",0,0,0,0,0,0
"21578",7.44494444444445,0.169203282828283,-8,32,17,4400,"Corey Dickerson (L)","TB","NYY",1.4,"OF",0,0,0,0,0,0
"21579",11.1173888888889,0.247053086419753,-13,-3,7,4500,"Steven Souza (R)","TB","NYY",1.6,"OF",0,0,0,0,0,0
"21580",8.36038888888889,0.321553418803419,-9,1,6,2600,"Tim Beckham (R)","TB","NYY",2.1,"SS",0,0,0,0,0,0
"21581",6.04455555555556,0.215876984126984,-5,12,9,2800,"Peter Bourjos (R)","TB","NYY",1.8,"OF",0,0,0,0,0,0
"21582",7.71922222222222,0.188273712737127,-7,1,0,4100,"Logan Morrison (L)","TB","NYY",1.7,"1B",0,0,0,0,0,0
"21583",2.30383333333333,0.0853271604938272,-5,17,10,2700,"Adeiny Hechavarria (R)","TB","NYY",1.7,"SS",0,0,0,0,0,0
"21584",4.45083333333333,0.114123931623932,-6,6,17,3900,"Evan Longoria (R)","TB","NYY",1.7,"3B",0,0,0,0,0,0
"21585",4.641,0.1547,-6,22,0,3000,"Wilson Ramos (R)","TB","NYY",1.9,"C",0,0,0,0,0,0
"21586",3.49555555555556,0.116518518518519,-6,10,0,3000,"Trevor Plouffe (R)","TB","NYY",0,"3B",0,0,0,0,0,0
"21587",5.30222222222222,0.189365079365079,-4,6,7,2800,"Troy Tulowitzki (R)","TOR","OAK",2.1,"SS",0,0,0,0,0,0
"21588",5.21311111111111,0.148946031746032,-7,5,0,3500,"Russell Martin (R)","TOR","OAK",0,"C",0,0,0,0,0,0
"21589",6.27361111111111,0.22405753968254,-13,10,5,2800,"Kevin Pillar (R)","TOR","OAK",2.2,"OF",0,0,0,0,0,0
"21590",10.9829444444444,0.267876693766938,-11,2,17,4100,"Josh Donaldson (R)","TOR","OAK",1.7,"3B",0,0,0,0,0,0
"21591",5.95783333333333,0.198594444444444,-11,4,20,3000,"Steve Pearce (R)","TOR","OAK",2,"OF",0,0,0,0,0,0
"21592",9.20938888888889,0.173762054507338,-9,22,9,5300,"Justin Smoak (S)","TOR","OAK",1.3,"1B",0,0,0,0,0,0
"21593",8.55666666666666,0.259292929292929,-7,24,32,3300,"Kendrys Morales (S)","TOR","OAK",2.1,"1B",0,0,0,0,0,0
"21594",3.10133333333333,0.155066666666667,-8,8,3,2000,"Darwin Barney (R)","TOR","OAK",2.6,"2B/3B",0,0,0,0,0,0
"21595",4.36083333333333,0.111816239316239,-8,4,7,3900,"Jose Bautista (R)","TOR","OAK",2,"OF",0,0,0,0,0,0
"21596",7.16072222222222,0.198908950617284,-10,6,0,3600,"Travis dArnaud (R)","NYM","SD",1.6,"C",0,0,0,0,0,0
"21597",7.61511111111111,0.282041152263374,-8,12,6,2700,"Matt Reynolds (R)","NYM","SD",2,"3B/SS",0,0,0,0,0,0
"21598",8.68261111111111,0.160789094650206,-9,7,12,5400,"Michael Conforto (L)","NYM","SD",1.4,"OF",0,0,0,0,0,0
"21599",5.22672222222222,0.134018518518519,-6,-1,12,3900,"Asdrubal Cabrera (S)","NYM","SD",1.9,"2B/SS",0,0,0,0,0,0
"21600",9.056,0.19268085106383,-7,42,9,4700,"Yoenis Cespedes (R)","NYM","SD",1.5,"OF",0,0,0,0,0,0
"21601",8.3265,0.189238636363636,-13,14,18,4400,"Jay Bruce (L)","NYM","SD",1.7,"OF",0,0,0,0,0,0
"21602",8.80155555555556,0.220038888888889,-3,12,3,4000,"Wilmer Flores (R)","NYM","SD",1.6,"1B/3B",0,0,0,0,0,0
"21603",5.48138888888889,0.152260802469136,-9,15,7,3600,"Curtis Granderson (L)","NYM","SD",1.9,"OF",0,0,0,0,0,0
"21604",6.82472222222222,0.139280045351474,-7,7,3,4900,"David Peralta (L)","ARI","STL",1.4,"OF",0,0,0,0,0,0
"21605",9.44361111111111,0.337271825396825,-6,6,3,2800,"Ketel Marte (S)","ARI","STL",1.8,"SS",0,0,0,0,0,0
"21606",13.6953333333333,0.263371794871795,-12,3,10,5200,"Paul Goldschmidt (R)","ARI","STL",1.5,"1B",0,0,0,0,0,0
"21607",7.35622222222222,0.229881944444444,-7,12,3,3200,"Chris Iannetta (R)","ARI","STL",1.8,"C",0,0,0,0,0,0
"21608",9.98816666666667,0.195846405228758,-12,5,20,5100,"J.D. Martinez (R)","ARI","STL",1.4,"OF",0,0,0,0,0,0
"21609",8.22144444444444,0.155121593291405,-8,9,10,5300,"A.J. Pollock (R)","ARI","STL",1.5,"OF",0,0,0,0,0,0
"21610",4.00911111111111,0.125284722222222,-7,3,0,3200,"Chris Owings (R)","ARI","STL",2,"OF/SS",0,0,0,0,0,0
"21611",8.491,0.163288461538462,-11,16,4,5200,"Jake Lamb (L)","ARI","STL",1.4,"3B",0,0,0,0,0,0
"21612",9.23488888888888,0.219878306878307,-5,21,26,4200,"Brett Gardner (L)","NYY","TB",2,"OF",0,0,0,0,0,0
"21613",5.414,0.180466666666667,-7,6,11,3000,"Jacoby Ellsbury (L)","NYY","TB",2,"OF",0,0,0,0,0,0
"21614",8.34972222222222,0.163720043572985,-10,10,3,5100,"Aaron Judge (R)","NYY","TB",1.5,"OF",0,0,0,0,0,0
"21615",3.08561111111111,0.0833948948948949,-6,16,8,3700,"Didi Gregorius (L)","NYY","TB",1.8,"SS",0,0,0,0,0,0
"21616",6.90188888888889,0.237996168582376,-7,12,0,2900,"Tyler Wade (L)","NYY","TB",1.7,"SS",0,0,0,0,0,0
"21617",6.83705555555556,0.195344444444444,-5,10,13,3500,"Chase Headley (S)","NYY","TB",1.7,"3B",0,0,0,0,0,0
"21618",7.92827777777778,0.233184640522876,-10,3,8,3400,"Todd Frazier (R)","NYY","TB",1.8,"3B",0,0,0,0,0,0
"21619",7.66288888888889,0.22537908496732,-2,12,3,3400,"Clint Frazier (R)","NYY","TB",1.9,"OF",0,0,0,0,0,0
"21620",7.02083333333333,0.167162698412698,-8,31,19,4200,"Gary Sanchez (R)","NYY","TB",1.6,"C",0,0,0,0,0,0
"21621",8.18116666666667,0.292184523809524,-3,27,2,2800,"Ryon Healy (R)","OAK","TOR",2.1,"1B/3B",0,0,0,0,0,0
"21622",7.05361111111111,0.335886243386243,-7,9,3,2100,"Adam Rosales (R)","OAK","TOR",2.3,"SS",0,0,0,0,0,0
"21623",9.60933333333333,0.252877192982456,-8,7,6,3800,"Khris Davis (R)","OAK","TOR",1.8,"OF",0,0,0,0,0,0
"21624",12.5782777777778,0.483779914529915,-10,0,0,2600,"Matt Chapman (R)","OAK","TOR",2.2,"3B",0,0,0,0,0,0
"21625",5.90755555555555,0.155461988304094,-10,19,2,3800,"Yonder Alonso (L)","OAK","TOR",1.7,"1B",0,0,0,0,0,0
"21626",9.48461111111111,0.263461419753086,-10,13,15,3600,"Marcus Semien (R)","OAK","TOR",1.8,"SS",0,0,0,0,0,0
"21627",6.20016666666667,0.310008333333333,-2,3,8,2000,"Jaycob Brugman (L)","OAK","TOR",2.1,"OF",0,0,0,0,0,0
"21628",9.68411111111111,0.293457912457912,-10,11,9,3300,"Matthew Joyce (L)","OAK","TOR",1.9,"OF",0,0,0,0,0,0
"21629",10.0601111111111,0.287431746031746,-4,7,0,3500,"Domingo Santana (R)","MIL","WSH",1.7,"OF",0,0,0,0,0,0
"21630",6.92305555555556,0.266271367521368,-7,2,14,2600,"Lewis Brinson (R)","MIL","WSH",1.7,"OF",0,0,0,0,0,0
"21631",7.243,0.344904761904762,-8,18,3,2100,"Jett Bandy (R)","MIL","WSH",2,"C",0,0,0,0,0,0
"21632",5.48294444444444,0.171342013888889,-8,3,0,3200,"Eric Sogard (L)","MIL","WSH",1.8,"2B/SS",0,0,0,0,0,0
"21633",9.30361111111112,0.290737847222222,-9,15,0,3200,"Jonathan Villar (S)","MIL","WSH",1.9,"2B",0,0,0,0,0,0
"21634",8.22283333333334,0.241848039215686,-9,10,5,3400,"Eric Thames (L)","MIL","WSH",1.9,"1B/OF",0,0,0,0,0,0
"21635",10.4988888888889,0.291635802469136,-9,15,18,3600,"Travis Shaw (L)","MIL","WSH",1.7,"3B",0,0,0,0,0,0
"21636",7.50916666666667,0.234661458333333,-6,27,0,3200,"Hernan Perez (R)","MIL","WSH",1.9,"3B/OF",0,0,0,0,0,0
